State,City,Population
Alabama,Abernant,"7,599"
Alabama,Alabaster,"31,545"
Alabama,Albertville,"21,458"
Alabama,Alexander City,"14,849"
Alabama,Andalusia,"9,081"
Alabama,Anniston,"22,457"
Alabama,Arab,"8,284"
Alabama,Athens,"24,522"
Alabama,Atmore,"10,006"
Alabama,Auburn,"60,258"
Alabama,Bay Minette,"9,049"
Alabama,Beauregard-Marvyn,"10,469"
Alabama,Bessemer,"26,949"
Alabama,Beulah,"6,187"
Alabama,Big Sandy-Duncanville,"8,894"
Alabama,Birmingham,"212,247"
Alabama,Boaz,"9,689"
Alabama,Bremen,"8,517"
Alabama,Brook Highland,"6,746"
Alabama,Calera,"12,972"
Alabama,Center Point,"16,777"
Alabama,Chelsea,"11,758"
Alabama,Clanton,"8,727"
Alabama,Clay,"9,700"
Alabama,Cloverdale,"6,209"
Alabama,Concord-Hopkins,"7,259"
Alabama,Craig-Tyler,"6,843"
Alabama,Cullman,"15,145"
Alabama,Danville,"6,242"
Alabama,Daphne,"24,395"
Alabama,Decatur,"55,532"
Alabama,Demopolis,"7,182"
Alabama,Dothan,"68,409"
Alabama,Enterprise,"27,772"
Alabama,Eufaula,"12,781"
Alabama,Fairfield,"10,988"
Alabama,Fairhope,"18,089"
Alabama,Florence,"40,215"
Alabama,Foley,"16,243"
Alabama,Forestdale,"10,162"
Alabama,Fort Payne,"14,125"
Alabama,Fultondale,"8,908"
Alabama,Gadsden,"36,295"
Alabama,Gardendale,"13,729"
Alabama,Greenville,"7,902"
Alabama,Greenwood,"14,409"
Alabama,Gulf Shores,"10,963"
Alabama,Guntersville,"8,358"
Alabama,Hamilton,"6,790"
Alabama,Hartselle,"14,459"
Alabama,Helena,"17,883"
Alabama,Homewood,"25,802"
Alabama,Hoover,"84,353"
Alabama,Hope Hull,"8,913"
Alabama,Hueytown,"15,815"
Alabama,Huntsville,"188,226"
Alabama,Irondale,"12,444"
Alabama,Jacksonville,"12,250"
Alabama,Jasper,"14,109"
Alabama,Laceys Spring,"9,055"
Alabama,Lake Purdy,"7,362"
Alabama,Lanett,"6,447"
Alabama,Langdale,"13,528"
Alabama,Leeds,"11,939"
Alabama,Lincoln,"6,438"
Alabama,Long Island,"6,081"
Alabama,Madison Crossroads,"10,779"
Alabama,Madison,"46,450"
Alabama,Meadowbrook,"8,769"
Alabama,Meridianville,"6,021"
Alabama,Millbrook,"15,169"
Alabama,Mobile,"194,675"
Alabama,Monroeville,"6,189"
Alabama,Montevallo,"6,601"
Alabama,Montgomery,"200,481"
Alabama,Moody,"12,457"
Alabama,Morris Chapel,"11,091"
Alabama,Mountain Brook,"20,734"
Alabama,Muscle Shoals,"13,614"
Alabama,Northport,"24,709"
Alabama,Oneonta,"6,627"
Alabama,Opelika,"29,171"
Alabama,Opp,"6,677"
Alabama,Oxford,"21,155"
Alabama,Ozark,"14,700"
Alabama,Pelham,"22,699"
Alabama,Pell City,"13,573"
Alabama,Phenix City,"37,540"
Alabama,Pike Road,"7,933"
Alabama,Pinson,"7,143"
Alabama,Pleasant Grove,"10,325"
Alabama,Prattville,"35,317"
Alabama,Prichard,"22,312"
Alabama,Rainbow City,"9,606"
Alabama,Russellville,"9,806"
Alabama,Saks,"10,744"
Alabama,Saraland,"13,744"
Alabama,Satsuma,"6,167"
Alabama,Scottsboro,"14,748"
Alabama,Selma,"19,814"
Alabama,Semmes,"17,710"
Alabama,Sheffield,"9,144"
Alabama,Simcoe,"7,557"
Alabama,Smiths-Salem,"29,351"
Alabama,Smiths,"24,633"
Alabama,Southside,"8,552"
Alabama,Spanish Fort,"7,806"
Alabama,Sylacauga,"12,703"
Alabama,Talladega,"16,012"
Alabama,Tanner-Williams,"60,211"
Alabama,Tarrant,"6,257"
Alabama,Theodore,"6,130"
Alabama,Tillmans Corner,"17,398"
Alabama,Tri-Cities,"33,064"
Alabama,"Troy, AL","19,138"
Alabama,Trussville,"20,702"
Alabama,Tuscaloosa,"96,122"
Alabama,Tuscumbia,"8,529"
Alabama,Tuskegee-Milstead,"14,096"
Alabama,Tuskegee,"8,993"
Alabama,Valley,"9,453"
Alabama,Vestavia Hills,"34,124"
Alabama,Vinemont,"9,008"
Alabama,Websters Chapel-Alexandria Valley,"11,175"
Alabama,Wetumpka,"7,661"
Alaska,Anchorage,"301,010"
Alaska,Badger,"19,482"
Alaska,Bethel,"6,415"
Alaska,College,"12,964"
Alaska,Fairbanks,"32,469"
Alaska,Juneau,"32,406"
Alaska,Kalifornsky,"7,850"
Alaska,Kenai,"7,568"
Alaska,Ketchikan,"8,245"
Alaska,Knik-Fairview,"14,923"
Alaska,Kodiak,"6,304"
Alaska,Lakes,"8,364"
Alaska,Meadow Lakes,"7,570"
Alaska,Palmer,"6,515"
Alaska,Sitka,"8,900"
Alaska,Steele Creek,"6,662"
Alaska,Tanaina,"8,197"
Alaska,Wasilla,"8,849"
Arkansas,Little Rock,"197,706"
Arkansas,Fort Smith,"87,351"
Arkansas,Fayetteville,"80,621"
Arkansas,Springdale,"76,565"
Arkansas,Jonesboro,"72,210"
Arkansas,North Little Rock,"66,810"
Arkansas,Conway,"64,490"
Arkansas,Rogers,"61,464"
Arkansas,Pine Bluff,"45,332"
Arkansas,Bentonville,"41,613"
Arkansas,Hot Springs,"35,673"
Arkansas,Benton,"33,625"
Arkansas,Sherwood,"30,407"
Arkansas,Texarkana,"30,014"
Arkansas,Russellville,"28,993"
Arkansas,Jacksonville,"28,808"
Arkansas,Bella Vista,"27,688"
Arkansas,Paragould,"27,465"
Arkansas,Cabot,"25,627"
Arkansas,West Memphis,"25,423"
Arkansas,Searcy,"23,983"
Arkansas,Van Buren,"23,070"
Arkansas,Bryant,"19,625"
Arkansas,El Dorado,"18,352"
Arkansas,Maumelle,"17,804"
Arkansas,Siloam Springs,"15,944"
Arkansas,Blytheville,"14,884"
Arkansas,Forrest City,"14,823"
Arkansas,Harrison,"13,130"
Arkansas,Hot Springs Village,"12,807"
Arkansas,Marion,"12,321"
Arkansas,Mountain Home,"12,278"
Arkansas,Camden,"11,569"
Arkansas,Magnolia,"11,489"
Arkansas,Helena-West Helena,"11,320"
Arkansas,Centerton,"11,193"
Arkansas,Malvern,"10,826"
Arkansas,Arkadelphia,"10,649"
Arkansas,Batesville,"10,497"
Arkansas,Hope,"10,004"
Arkansas,Monticello,"9,696"
Arkansas,Clarksville,"9,391"
Arkansas,Greenwood,"9,263"
Arkansas,Stuttgart,"9,132"
Arkansas,Lowell,"8,334"
Arkansas,Wynne,"8,150"
Arkansas,Beebe,"7,971"
Arkansas,Newport,"7,783"
Arkansas,Osceola,"7,320"
Arkansas,West Helena,"7,249"
Arkansas,Trumann,"7,201"
Arkansas,Heber Springs,"7,174"
Arkansas,East End,"6,998"
Arkansas,De Queen,"6,749"
Arkansas,Morrilton,"6,748"
Arkansas,Farmington,"6,477"
Arkansas,Pocahontas,"6,474"
Arizona,Phoenix,"1,537,058"
Arizona,Tucson,"527,972"
Arizona,Mesa,"464,704"
Arizona,Chandler,"254,276"
Arizona,Gilbert,"239,277"
Arizona,Glendale,"237,517"
Arizona,Scottsdale,"230,512"
Arizona,Deer Valley,"186,030"
Arizona,Tempe,"172,816"
Arizona,Peoria,"166,934"
Arizona,Surprise,"126,275"
Arizona,North Pinal,"100,105"
Arizona,Yuma,"93,400"
Arizona,Coconino,"81,338"
Arizona,San Tan Valley,"81,321"
Arizona,Avondale,"79,646"
Arizona,Goodyear,"75,664"
Arizona,Flagstaff,"68,785"
Arizona,Casas Adobes,"66,795"
Arizona,Buckeye,"59,470"
Arizona,Arivaca,"59,243"
Arizona,Lake Havasu City,"53,103"
Arizona,Casa Grande,"51,478"
Arizona,Catalina Foothills,"50,796"
Arizona,Maricopa,"47,442"
Arizona,Sierra Vista,"43,806"
Arizona,Oro Valley,"42,018"
Arizona,Prescott Valley,"41,075"
Arizona,Prescott,"40,958"
Arizona,Marana,"39,888"
Arizona,Verde,"39,532"
Arizona,Bullhead City,"39,364"
Arizona,Apache Junction,"38,131"
Arizona,Sun City,"37,499"
Arizona,El Mirage,"33,532"
Arizona,Queen Creek,"32,236"
Arizona,San Luis,"31,091"
Arizona,Mingus Mountain,"30,649"
Arizona,Kingman,"28,549"
Arizona,Drexel Heights,"27,749"
Arizona,Sahuarita,"27,547"
Arizona,Florence,"26,912"
Arizona,Fortuna Foothills,"26,265"
Arizona,Sun City West,"24,535"
Arizona,Fountain Hills,"23,573"
Arizona,Anthem,"21,700"
Arizona,Green Valley,"21,391"
Arizona,Nogales,"20,407"
Arizona,Little Colorado,"19,982"
Arizona,Rio Rico,"18,962"
Arizona,Tanque Verde,"16,901"
Arizona,Douglas,"16,744"
Arizona,Eloy,"16,738"
Arizona,Flowing Wells,"16,419"
Arizona,Payson,"15,245"
Arizona,New River,"14,952"
Arizona,Somerton,"14,912"
Arizona,Sierra Vista Southeast,"14,797"
Arizona,Fort Mohave,"14,364"
Arizona,Gila River,"14,341"
Arizona,Sun Lakes,"13,975"
Arizona,Paradise Valley,"13,663"
Arizona,Cottonwood-Verde Village,"13,318"
Arizona,Coolidge,"12,209"
Arizona,Tucson Estates,"12,192"
Arizona,New Kingman-Butler,"12,134"
Arizona,Apache,"11,958"
Arizona,Western,"11,873"
Arizona,Verde Village,"11,605"
Arizona,Cottonwood,"11,595"
Arizona,Camp Verde,"11,097"
Arizona,Chino Valley,"11,019"
Arizona,Show Low,"10,841"
Arizona,Arizona City,"10,475"
Arizona,Sedona,"10,281"
Arizona,Vail,"10,208"
Arizona,Gold Camp,"10,159"
Arizona,Safford,"9,744"
Arizona,Saddlebrooke,"9,614"
Arizona,Winslow,"9,604"
Arizona,Picture Rocks,"9,563"
Arizona,Valencia West,"9,355"
Arizona,Salt River,"9,036"
Arizona,Papago,"8,799"
Arizona,Tuba City,"8,611"
Arizona,Golden Valley,"8,370"
Arizona,Indian Wells,"8,247"
Arizona,Catalina,"7,569"
Arizona,Page,"7,440"
Arizona,Globe,"7,375"
Arizona,Tolleson,"6,929"
Arizona,Wickenburg,"6,685"
Arizona,Humboldt,"6,646"
Arizona,Big Park,"6,584"
Arizona,Youngtown,"6,542"
Arizona,Reservation,"6,405"
Arizona,Village of Oak Creek (Big Park),"6,147"
Arizona,Guadalupe,"6,106"
Arizona,Avra Valley,"6,050"
California,Los Angeles,"3,928,864"
California,San Diego,"1,381,069"
California,San Jose,"1,015,785"
California,East San Gabriel Valley,"952,352"
California,San Francisco,"852,469"
California,Fresno,"515,986"
California,Central Contra Costa,"486,883"
California,Sacramento,"485,199"
California,Long Beach,"473,577"
California,Oakland,"413,775"
California,North Coast,"376,527"
California,Bakersfield,"368,759"
California,Anaheim,"346,997"
California,Santa Ana,"334,909"
California,Upper San Gabriel Valley,"327,431"
California,Southwest San Gabriel Valley,"326,450"
California,Riverside,"319,504"
California,Stockton,"302,389"
California,South Coast,"298,389"
California,Chula Vista,"260,988"
California,West Contra Costa,"250,207"
California,Irvine,"248,531"
California,Central Coast,"238,434"
California,Fremont,"228,758"
California,San Bernardino,"215,213"
California,Modesto,"209,286"
California,Oxnard,"205,437"
California,Fontana,"204,950"
California,Moreno Valley,"202,976"
California,Huntington Beach,"200,809"
California,Glendale,"200,167"
California,Trabuco,"193,712"
California,Newhall,"192,980"
California,Perris Valley,"190,588"
California,Santa Clarita,"181,557"
California,El Toro,"178,968"
California,Garden Grove,"175,078"
California,Oceanside,"174,558"
California,Rancho Cucamonga,"174,305"
California,Santa Rosa,"174,170"
California,South Antelope Valley,"171,490"
California,Ontario,"169,089"
California,Elk Grove,"163,553"
California,Corona,"161,486"
California,Lancaster,"161,043"
California,Palmdale,"158,279"
California,Coachella Valley,"156,830"
California,Salinas,"156,677"
California,Hayward,"154,612"
California,North Antelope Valley,"153,969"
California,Pomona,"153,350"
California,Escondido,"150,243"
California,Sunnyvale,"149,980"
California,Torrance,"148,495"
California,Pasadena,"140,881"
California,Orange,"139,812"
California,Fullerton,"139,677"
California,South Bay Cities,"134,363"
California,Thousand Oaks,"129,342"
California,Visalia,"129,281"
California,Roseville,"128,615"
California,Concord,"127,522"
California,Simi Valley,"126,871"
California,East Los Angeles,"126,496"
California,Santa Clara,"122,192"
California,Victorville,"121,901"
California,Vallejo,"120,228"
California,Berkeley,"118,853"
California,El Monte,"116,631"
California,Downey,"114,172"
California,Costa Mesa,"112,784"
California,Carlsbad,"112,299"
California,Jurupa,"112,225"
California,Inglewood,"111,905"
California,Fairfield,"111,125"
California,Santa Maria Valley,"110,971"
California,Ventura,"110,873"
California,San Buenaventura (Ventura),"109,484"
California,Temecula,"109,428"
California,Antioch,"108,930"
California,Richmond,"108,565"
California,West Covina,"108,455"
California,Mather,"108,400"
California,Murrieta,"108,368"
California,Norwalk,"107,096"
California,Daly City,"106,094"
California,Burbank,"105,368"
California,Santa Maria,"103,410"
California,El Cajon,"103,091"
California,San Mateo,"102,893"
California,Rialto,"102,741"
California,Clovis,"102,189"
California,Compton,"98,597"
California,Vista,"98,079"
California,Mission Viejo,"97,209"
California,South Gate,"96,312"
California,Vacaville,"95,856"
California,Elsinore Valley,"93,311"
California,Carson,"93,271"
California,Santa Monica,"92,987"
California,San Marcos,"92,929"
California,Hesperia,"92,749"
California,Arden-Arcade,"92,186"
California,Westminster,"92,068"
California,Redding,"91,593"
California,Palos Verdes,"91,593"
California,Santa Barbara,"91,196"
California,San Leandro,"89,351"
California,Chico,"89,180"
California,Loomis Basin-Folsom Lake,"89,014"
California,Hawthorne,"87,583"
California,South El Dorado,"87,572"
California,Whittier,"87,318"
California,Newport Beach,"87,266"
California,Livermore,"86,870"
California,Citrus Heights,"86,145"
California,Tracy,"85,841"
California,Indio,"85,633"
California,Alhambra,"85,569"
California,Menifee,"85,182"
California,Chino,"84,723"
California,Buena Park,"83,105"
California,Hemet,"83,032"
California,Redwood City,"82,881"
California,East Kern,"82,330"
California,Merced,"81,743"
California,Lakewood,"81,653"
California,Tustin,"80,621"
California,Lake Forest,"80,148"
California,Napa,"80,011"
California,Mountain View,"79,378"
California,Bellflower,"78,236"
California,East Contra Costa,"78,216"
California,Pleasanton,"77,682"
California,Alameda,"77,660"
California,Baldwin Park,"77,119"
California,Chino Hills,"77,005"
California,Upland,"76,043"
California,Folsom,"75,361"
California,San Ramon,"75,332"
California,Perris,"73,756"
California,Milpitas,"73,672"
California,Union City,"73,621"
California,Manteca,"73,494"
California,Lynwood,"71,839"
California,Apple Valley,"71,595"
California,Turlock,"71,245"
California,Redlands,"70,622"
California,San Gorgonio Pass,"70,591"
California,Rancho Cordova,"69,740"
California,Redondo Beach,"68,149"
California,Pittsburg,"68,140"
California,Yorba Linda,"67,826"
California,Walnut Creek,"67,673"
California,South San Francisco,"67,009"
California,Palo Alto,"66,955"
California,Camarillo,"66,923"
California,Davis,"66,742"
California,Yuba City,"65,773"
California,Laguna Niguel,"65,448"
California,San Clemente,"65,326"
California,Pico Rivera,"64,235"
California,Lodi,"63,950"
California,Montebello,"63,929"
California,Madera,"63,605"
California,Florence-Graham,"63,387"
California,Santa Cruz,"63,364"
California,Encinitas,"62,254"
California,La Habra,"62,066"
California,Tulare,"61,867"
California,Carmichael,"61,762"
California,Monterey Park,"61,458"
California,Castro Valley,"61,388"
California,Cupertino,"60,668"
California,Gardena,"60,395"
California,Rocklin,"60,344"
California,National City,"60,343"
California,Lake Elsinore,"60,029"
California,Petaluma,"59,953"
California,Huntington Park,"59,362"
California,Ross Valley,"59,297"
California,San Rafael,"59,237"
California,La Mesa,"59,177"
California,Lompoc Valley,"58,405"
California,Arcadia,"58,232"
California,Woodland,"57,432"
California,South Whittier,"57,156"
California,Santee,"57,052"
California,Brentwood,"57,019"
California,Eastvale,"57,016"
California,Fountain Valley,"57,010"
California,Diamond Bar,"56,784"
California,Porterville,"55,466"
California,Paramount,"55,406"
California,Hanford,"55,065"
California,Novato,"55,005"
California,Rosemead,"54,947"
California,Dublin,"54,695"
California,Highland,"54,651"
California,Northeast Marin,"54,172"
California,Colton,"54,053"
California,Hacienda Heights,"54,038"
California,Cathedral City,"53,437"
California,Watsonville,"53,111"
California,Yucaipa,"53,096"
California,Delano,"52,651"
California,Gilroy,"52,533"
California,Placentia,"52,397"
California,West Sacramento,"51,847"
California,Southeast Marin,"51,775"
California,Glendora,"51,442"
California,Palm Desert,"51,202"
California,Aliso Viejo,"50,231"
California,Cerritos,"50,004"
California,Poway,"49,848"
California,La Mirada,"49,459"
California,Rancho Santa Margarita,"49,359"
California,Cypress,"49,240"
California,Covina,"49,002"
California,Rowland Heights,"48,993"
California,Azusa,"48,799"
California,Florin,"47,513"
California,Ceres,"47,343"
California,Palm Springs,"46,854"
California,San Luis Obispo,"46,730"
California,San Jacinto,"46,490"
California,Lincoln,"45,902"
California,Antelope,"45,770"
California,Newark,"44,723"
California,Coachella,"44,132"
California,Lompoc,"44,013"
California,Danville,"43,909"
California,El Centro,"43,763"
California,Bell Gardens,"43,146"
California,San Bruno,"43,009"
California,Altadena,"42,777"
California,Paso Robles,"42,751"
California,Rancho Palos Verdes,"42,726"
California,North Highlands,"42,694"
California,Beaumont,"42,277"
California,Rohnert Park,"42,262"
California,El Dorado Hills,"42,108"
California,Morgan Hill,"42,068"
California,Brea,"41,508"
California,Campbell,"41,119"
California,La Puente,"40,735"
California,Parkway-South Sacramento,"40,720"
California,San Gabriel,"40,519"
California,La Quinta,"39,964"
California,Calexico,"39,799"
California,Culver City,"39,691"
California,Oakley,"39,224"
California,Pacifica,"39,088"
California,Stanton,"38,719"
California,Montclair,"38,465"
California,Laguna,"38,309"
California,Pendleton,"38,073"
California,Martinez,"37,567"
California,Monrovia,"37,415"
California,Los Banos,"37,126"
California,Hollister,"37,086"
California,Temple City,"36,334"
California,East Yolo,"36,296"
California,San Juan Capistrano,"36,282"
California,Bell,"36,217"
California,Claremont,"36,054"
California,Willowbrook,"35,983"
California,West Hollywood,"35,883"
California,Manhattan Beach,"35,881"
California,Moorpark,"35,550"
California,Wildomar,"35,377"
California,Beverly Hills,"34,871"
California,San Dimas,"34,637"
California,Pleasant Hill,"34,497"
California,Rubidoux,"34,280"
California,Seaside,"34,182"
California,La Presa,"34,169"
California,Dana Point,"34,116"
California,Orangevale,"33,960"
California,Lawndale,"33,442"
California,Menlo Park,"33,309"
California,Foothill Farms,"33,121"
California,Foster City,"32,754"
California,Adelanto,"32,728"
California,Oildale,"32,684"
California,Westside,"32,384"
California,La Verne,"32,288"
California,Westmont,"31,853"
California,North El Dorado,"31,656"
California,El Paso de Robles (Paso Robles),"31,287"
California,Saratoga,"31,001"
California,Laguna Hills,"30,972"
California,Fair Oaks,"30,912"
California,Goleta,"30,797"
California,Banning,"30,769"
California,Los Gatos,"30,735"
California,Fallbrook,"30,534"
California,Santa Paula,"30,441"
California,Burlingame,"30,298"
California,Los Altos,"30,288"
California,Oakhurst-North Fork,"30,244"
California,Walnut,"30,214"
California,San Pablo,"30,050"
California,San Carlos,"29,803"
California,West Valley,"29,595"
California,East Palo Alto,"29,530"
California,Suisun City,"29,256"
California,Atascadero,"29,134"
California,Atwater,"29,022"
California,Orcutt,"28,905"
California,Big Bear,"28,837"
California,Ridgecrest,"28,726"
California,South Coastside,"28,564"
California,Arrowhead,"28,450"
California,Tassajara,"28,330"
California,Monterey,"28,276"
California,Spring Valley,"28,205"
California,Desert Hot Springs,"28,164"
California,San Lorenzo Valley,"28,033"
California,Maywood,"27,937"
California,Benicia,"27,930"
California,Windsor,"27,414"
California,Imperial Beach,"27,149"
California,Belmont,"27,073"
California,Norco,"26,959"
California,Eureka,"26,925"
California,Lemon Grove,"26,511"
California,Paradise,"26,449"
California,Wasco,"26,303"
California,South Pasadena,"26,156"
California,Twentynine Palms,"25,902"
California,Brawley,"25,820"
California,West Whittier-Los Nietos,"25,540"
California,Lafayette,"25,473"
California,Reedley,"25,426"
California,Soledad,"25,336"
California,Lemoore,"25,186"
California,Hercules,"25,086"
California,North Tustin,"24,917"
California,Coronado,"24,910"
California,Tustin Foothills,"24,898"
California,Russian River-Coastal,"24,878"
California,Vineyard,"24,836"
California,Galt,"24,817"
California,Sanger,"24,810"
California,Seal Beach,"24,662"
California,El Cerrito,"24,599"
California,San Fernando,"24,587"
California,Calabasas,"24,296"
California,Cudahy,"24,291"
California,Selma,"24,283"
California,Colfax-Summit,"24,007"
California,Loma Linda,"23,853"
California,Bloomington,"23,851"
California,Riverbank,"23,798"
California,Dinuba,"23,667"
California,Barstow,"23,498"
California,San Lorenzo,"23,452"
California,Sun City,"23,436"
California,Laguna Beach,"23,341"
California,Isla Vista,"23,096"
California,French Valley,"23,067"
California,Ladera Ranch,"22,980"
California,Valinda,"22,822"
California,Corcoran,"22,815"
California,Lennox,"22,753"
California,Millbrae,"22,703"
California,Rosemont,"22,681"
California,West Puente Valley,"22,636"
California,Temescal Valley,"22,535"
California,Port Hueneme,"22,139"
California,Duarte,"22,006"
California,Mira Loma,"21,930"
California,Ashland,"21,925"
California,Santa Ynez Valley,"21,898"
California,Oakdale,"21,854"
California,West Carson,"21,699"
California,Lake Mathews,"21,561"
California,South Lake Tahoe,"21,529"
California,Yucca Valley,"21,485"
California,Bay Point,"21,349"
California,Patterson,"21,212"
California,Rancho San Diego,"21,208"
California,Agoura Hills,"20,843"
California,Marina,"20,817"
California,Greenfield-Panama,"20,776"
California,Lomita,"20,768"
California,North Coastal,"20,764"
California,La Canada Flintridge,"20,662"
California,Lakeside,"20,648"
California,Winter Gardens,"20,631"
California,Arvin,"20,583"
California,South El Monte,"20,569"
California,South San Jose Hills,"20,551"
California,American Canyon,"20,470"
California,Granite Bay,"20,402"
California,Ramona,"20,292"
California,Glen Avon,"20,199"
California,Lathrop,"20,075"
California,Hermosa Beach,"19,891"
California,La Crescenta-Montrose,"19,653"
California,Albany,"19,488"
California,Blythe,"19,258"
California,Sierra,"19,246"
California,Dixon,"19,164"
California,Carpinteria Valley,"19,142"
California,Pinole,"19,100"
California,Castaic,"19,015"
California,Orinda,"19,003"
California,Chowchilla,"18,909"
California,Casa de Oro-Mount Helix,"18,762"
California,Mead Valley,"18,510"
California,Cameron Park,"18,228"
California,Rosamond,"18,150"
California,Rancho Mirage,"17,982"
California,Arroyo Grande,"17,908"
California,Linda,"17,773"
California,Arcata,"17,730"
California,Prunedale,"17,560"
California,Shafter,"17,559"
California,Stevenson Ranch,"17,557"
California,Santa Fe Springs,"17,537"
California,East Hemet,"17,418"
California,Moraga,"17,270"
California,Live Oak,"17,158"
California,El Segundo,"17,063"
California,Greenfield,"16,929"
California,Artesia,"16,895"
California,Imperial,"16,811"
California,Nipomo,"16,714"
California,Coalinga,"16,452"
California,Laguna Woods,"16,415"
California,Truckee,"16,297"
California,Oroville,"16,220"
California,Lake Tahoe,"16,057"
California,Ukiah,"15,977"
California,Walnut Park,"15,966"
California,Vincent,"15,922"
California,La Palma,"15,911"
California,Newberry-Baker,"15,792"
California,Carmel,"15,677"
California,Idyllwild,"15,608"
California,Pacific Grove,"15,601"
California,Susanville,"15,543"
California,Alum Rock,"15,536"
California,Fillmore,"15,420"
California,Avocado Heights,"15,411"
California,Bostonia,"15,379"
California,Donner,"15,187"
California,McKinleyville,"15,177"
California,Baywood-Los Osos,"15,151"
California,East Rancho Dominguez,"15,135"
California,Lamont,"15,120"
California,Rio Linda,"15,106"
California,Clearlake,"15,089"
California,Parlier,"14,990"
California,Ripon,"14,966"
California,Chuckwalla,"14,948"
California,East San Gabriel,"14,874"
California,Coto de Caza,"14,866"
California,Cherryland,"14,728"
California,North Fair Oaks,"14,687"
California,Parkway,"14,670"
California,South Yuba City,"14,624"
California,Valle Vista,"14,578"
California,Alamo,"14,570"
California,Hawaiian Gardens,"14,557"
California,Mill Valley,"14,403"
California,Kerman,"14,394"
California,Woodcrest,"14,347"
California,Phelan,"14,304"
California,Los Osos,"14,276"
California,Alpine,"14,236"
California,Rosedale,"14,058"
California,Red Bluff,"14,057"
California,Auburn,"13,960"
California,Livingston,"13,815"
California,Oak Park,"13,811"
California,Stanford,"13,809"
California,Lemon Hill,"13,729"
California,Salida,"13,722"
California,Palos Verdes Estates,"13,680"
California,Carpinteria,"13,671"
California,Olivehurst,"13,656"
California,McFarland,"13,605"
California,King City,"13,580"
California,Grover Beach,"13,505"
California,San Marino,"13,423"
California,Discovery Bay,"13,352"
California,Solana Beach,"13,337"
California,Avenal,"13,308"
California,California City,"13,263"
California,Tehachapi,"13,236"
California,Lindsay,"13,192"
California,Commerce,"13,076"
California,West Point-Wilseyville,"13,048"
California,North Auburn,"13,022"
California,Malibu,"12,958"
California,Grass Valley,"12,878"
California,Cloverdale-Geyserville,"12,805"
California,San Anselmo,"12,676"
California,Pedley,"12,672"
California,El Sobrante,"12,669"
California,Bonita,"12,538"
California,East Sonora-Phoenix Lake,"12,519"
California,Lake Arrowhead,"12,424"
California,Grand Terrace,"12,414"
California,Garberville,"12,402"
California,Half Moon Bay,"12,371"
California,Lake Los Angeles,"12,328"
California,Larkspur,"12,325"
California,Big Bear City,"12,304"
California,Marysville,"12,231"
California,Fortuna,"11,888"
California,Scotts Valley,"11,858"
California,Kingsburg,"11,732"
California,Los Alamitos,"11,716"
California,Clayton,"11,690"
California,Healdsburg,"11,656"
California,Home Gardens,"11,570"
California,Sun Village,"11,565"
California,Redwood-Potter,"11,545"
California,Lakeland Village,"11,541"
California,Signal Hill,"11,526"
California,Central Shasta,"11,467"
California,Hillsborough,"11,413"
California,Mendota,"11,412"
California,Magalia,"11,310"
California,Foothill Ranch,"11,286"
California,Piedmont,"11,236"
California,Emeryville,"11,227"
California,Sierra Madre,"11,165"
California,View Park-Windsor Hills,"11,075"
California,Diamond Springs,"11,037"
California,Sonoma,"11,017"
California,Canyon Lake,"11,010"
California,Quartz Hill,"10,912"
California,Citrus,"10,866"
California,Central Colusa,"10,807"
California,La Riviera,"10,802"
California,Farmersville,"10,786"
California,Crestline,"10,770"
California,Delhi,"10,755"
California,Newman,"10,748"
California,Tamalpais-Homestead Valley,"10,735"
California,Pine Grove-Silver Lake,"10,703"
California,Blackhawk-Camino Tassajara,"10,652"
California,Garden Acres,"10,648"
California,Muscoy,"10,644"
California,Camp Pendleton South,"10,616"
California,Winton,"10,613"
California,Exeter,"10,558"
California,Placerville,"10,556"
California,Morro Bay,"10,544"
California,Toro,"10,399"
California,Rossmoor,"10,244"
California,Anderson,"10,209"
California,Shasta Lake,"10,166"
California,Capitola,"10,146"
California,San Diego Country Estates,"10,109"
California,Fairview,"10,003"
California,Del Aire,"10,001"
California,Corte Madera,"9,916"
California,East La Mirada,"9,757"
California,Twentynine Palms Base,"9,756"
California,Mountain House,"9,675"
California,Soquel,"9,644"
California,Orange Cove,"9,584"
California,East Compton,"9,472"
California,Laguna West-Lakeside,"9,395"
California,Country Club,"9,379"
California,Blackhawk,"9,354"
California,Linda Rural,"9,329"
California,Charter Oak,"9,310"
California,Northwest Marin,"9,291"
California,Valley Center,"9,277"
California,East Colusa,"9,242"
California,Tiburon,"9,224"
California,Rio del Mar,"9,216"
California,Good Hope,"9,192"
California,Madera Acres,"9,163"
California,East Shasta,"9,034"
California,Montecito,"8,965"
California,Taft,"8,909"
California,Larkfield-Wikiup,"8,884"
California,Oak Hills,"8,879"
California,Marina del Rey,"8,866"
California,Fort Irwin,"8,845"
California,Cloverdale,"8,796"
California,Waterford,"8,732"
California,West Athens,"8,729"
California,Mentone,"8,720"
California,Rodeo,"8,679"
California,Golden Hills,"8,656"
California,Alondra Park,"8,592"
California,Mecca,"8,577"
California,Bonadelle Ranchos-Madera Ranchos,"8,569"
California,Earlimart,"8,537"
California,Midway City,"8,485"
California,Westlake Village,"8,473"
California,Gonzales,"8,440"
California,Calimesa,"8,423"
California,Los Altos Hills,"8,396"
California,August,"8,390"
California,West Santa Clara,"8,318"
